Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_11	14185963	14189210	-	ANN15269-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_11	14292386	14295313	-	ANN15272-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	14338608	14342516	-	ANN15273-RA	Protein of unknown function
Scaffold_11	14392579	14399930	-	ANN15274-RA	Protein of unknown function
Scaffold_11	14410315	14415502	-	ANN15275-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_11	14465085	14466862	-	ANN15276-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_11	14467182	14470136	+	ANN15277-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_11	14526636	14534308	+	ANN15278-RA	Protein of unknown function
Scaffold_11	14533461	14535482	-	ANN15279-RA	Similar to Kunitz-type U1-aranetoxin-Av1a (Araneus ventricosus OX%3D182803)
Scaffold_11	14540905	14549329	+	ANN15280-RA	Protein of unknown function
Scaffold_11	14574881	14592551	+	ANN15281-RA	Similar to grin2b: Glutamate receptor ionotropic%2C NMDA 2B (Xenopus laevis OX%3D8355)
Scaffold_11	14603254	14617960	-	ANN15282-RA	Protein of unknown function
Scaffold_11	14646153	14651294	+	ANN15283-RA	Protein of unknown function
Scaffold_11	14738922	14752082	-	ANN15284-RA	Similar to akap-1: KH domain-containing protein akap-1 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	14778630	14789937	+	ANN15285-RA	Similar to ATAD5: ATPase family AAA domain-containing protein 5 (Homo sapiens OX%3D9606)
Scaffold_11	14798087	14799741	-	ANN15286-RA	Protein of unknown function
Scaffold_11	14799881	14812223	+	ANN15287-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_11	14823598	14823801	+	ANN15289-RA	Protein of unknown function
Scaffold_11	14823835	14826799	-	ANN15290-RA	Similar to SPR: Sepiapterin reductase (Meriones unguiculatus OX%3D10047)
Scaffold_11	14826834	14834859	-	ANN15291-RA	Protein of unknown function
Scaffold_11	14851702	14864830	+	ANN15293-RA	Similar to Zfp26: Zinc finger protein 26 (Mus musculus OX%3D10090)
Scaffold_11	14865602	14866849	+	ANN15294-RA	Similar to CTCFL: Transcriptional repressor CTCFL (Homo sapiens OX%3D9606)
Scaffold_11	14876735	14879781	+	ANN15295-RA	Similar to ZNF77: Zinc finger protein 77 (Homo sapiens OX%3D9606)
Scaffold_11	14881356	14885048	+	ANN15296-RA	Similar to Znf513: Zinc finger protein 513 (Rattus norvegicus OX%3D10116)
Scaffold_11	14898420	14900533	+	ANN15297-RA	Similar to CTCF: Transcriptional repressor CTCF (Gallus gallus OX%3D9031)
Scaffold_11	14903321	14904119	+	ANN15298-RA	Similar to ZFY: Zinc finger Y-chromosomal protein (Pan troglodytes OX%3D9598)
Scaffold_11	14904123	14906528	+	ANN15299-RA	Similar to ZNF536: Zinc finger protein 536 (Homo sapiens OX%3D9606)
Scaffold_11	14906775	14907839	+	ANN15300-RA	Similar to ZNF219: Zinc finger protein 219 (Homo sapiens OX%3D9606)
Scaffold_11	14910539	14912886	+	ANN15301-RA	Similar to CTCFL: Transcriptional repressor CTCFL (Homo sapiens OX%3D9606)
Scaffold_11	14915180	14917689	+	ANN15302-RA	Similar to ZNF845: Zinc finger protein 845 (Homo sapiens OX%3D9606)
Scaffold_11	14918158	14921127	+	ANN15303-RA	Similar to ZNF236: Zinc finger protein 236 (Homo sapiens OX%3D9606)
Scaffold_11	14921665	14922513	+	ANN15304-RA	Similar to rest-a: RE1-silencing transcription factor A (Xenopus laevis OX%3D8355)
Scaffold_11	14922520	14924149	+	ANN15305-RA	Similar to ZBTB46: Zinc finger and BTB domain-containing protein 46 (Homo sapiens OX%3D9606)
Scaffold_11	14925991	14927073	+	ANN15306-RA	Similar to Rest: RE1-silencing transcription factor (Mus musculus OX%3D10090)
Scaffold_11	14930118	14933366	+	ANN15307-RA	Protein of unknown function
Scaffold_11	14934806	14936668	+	ANN15308-RA	Similar to Rest: RE1-silencing transcription factor (Rattus norvegicus OX%3D10116)
Scaffold_11	14937864	14942432	+	ANN15309-RA	Protein of unknown function
Scaffold_11	14942196	14943824	-	ANN15310-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_11	14943881	14950050	-	ANN15311-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	14950107	14951357	-	ANN15312-RA	Protein of unknown function
Scaffold_11	14962795	14966639	+	ANN15313-RA	Similar to ZNF728: Zinc finger protein 728 (Homo sapiens OX%3D9606)
Scaffold_11	14971070	14973359	+	ANN15314-RA	Similar to REST: RE1-silencing transcription factor (Homo sapiens OX%3D9606)
Scaffold_11	14973381	14974498	+	ANN15315-RA	Similar to zfy1: Zinc finger Y-chromosomal protein 1 (Xenopus laevis OX%3D8355)
Scaffold_11	14974564	14976721	+	ANN15316-RA	Similar to Znf513: Zinc finger protein 513 (Mus musculus OX%3D10090)
Scaffold_11	14977131	14979589	+	ANN15317-RA	Similar to Rest: RE1-silencing transcription factor (Rattus norvegicus OX%3D10116)
Scaffold_11	14980633	14982404	+	ANN15318-RA	Similar to rest: RE1-silencing transcription factor (Danio rerio OX%3D7955)
Scaffold_11	14983003	14987019	+	ANN15319-RA	Similar to ZFP64: Zinc finger protein 64 (Homo sapiens OX%3D9606)
Scaffold_11	14987421	14990197	+	ANN15320-RA	Similar to Znf335: Zinc finger protein 335 (Rattus norvegicus OX%3D10116)
Scaffold_11	14993158	14995443	-	ANN15321-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	14996641	14997319	+	ANN15322-RA	Similar to ZFY: Zinc finger Y-chromosomal protein (Fragment) (Sus scrofa OX%3D9823)
Scaffold_11	15005313	15011380	+	ANN15323-RA	Similar to Rest: RE1-silencing transcription factor (Mus musculus OX%3D10090)
Scaffold_11	15011915	15014847	+	ANN15324-RA	Similar to Znf394: Zinc finger protein 394 (Mus musculus OX%3D10090)
Scaffold_11	15014966	15015614	+	ANN15325-RA	Similar to MNL1: Transcriptional regulator MNL1 (Candida albicans (strain SC5314 / ATCC MYA-2876) OX%3D237561)
Scaffold_11	15015797	15019178	+	ANN15326-RA	Similar to Prdm9: Histone-lysine N-methyltransferase PRDM9 (Rattus norvegicus OX%3D10116)
Scaffold_11	15020429	15025428	+	ANN15327-RA	Similar to REST: RE1-silencing transcription factor (Homo sapiens OX%3D9606)
Scaffold_11	15025952	15026332	+	ANN15328-RA	Similar to rest: RE1-silencing transcription factor (Danio rerio OX%3D7955)
Scaffold_11	15031001	15033197	+	ANN15329-RA	Similar to znf219: Zinc finger protein 219 (Danio rerio OX%3D7955)
Scaffold_11	15036426	15036946	+	ANN15330-RA	Similar to ZFY: Zinc finger Y-chromosomal protein (Fragment) (Sus scrofa OX%3D9823)
Scaffold_11	15038293	15041150	+	ANN15331-RA	Similar to Ikaros family zinc finger protein (Oikopleura dioica OX%3D34765)
Scaffold_11	15043005	15046281	+	ANN15332-RA	Similar to Rest: RE1-silencing transcription factor (Mus musculus OX%3D10090)
Scaffold_11	15049388	15050858	+	ANN15333-RA	Similar to Rest: RE1-silencing transcription factor (Rattus norvegicus OX%3D10116)
Scaffold_11	15052647	15056940	+	ANN15334-RA	Similar to Znf513: Zinc finger protein 513 (Mus musculus OX%3D10090)
Scaffold_11	15057552	15058374	+	ANN15335-RA	Similar to Ctcfl: Transcriptional repressor CTCFL (Mus musculus OX%3D10090)
Scaffold_11	15058848	15059299	+	ANN15336-RA	Similar to ZNF335: Zinc finger protein 335 (Homo sapiens OX%3D9606)
Scaffold_11	15063005	15063802	-	ANN15337-RA	Protein of unknown function
Scaffold_11	15065829	15067185	+	ANN15338-RA	Similar to Znf513: Zinc finger protein 513 (Mus musculus OX%3D10090)
Scaffold_11	15069059	15073674	+	ANN15339-RA	Similar to mynn: Myoneurin (Danio rerio OX%3D7955)
Scaffold_11	15075974	15082507	-	ANN15340-RA	Similar to ift20: Intraflagellar transport protein 20 homolog (Danio rerio OX%3D7955)
Scaffold_11	15087783	15101896	+	ANN15342-RA	Similar to CG10417: Probable protein phosphatase CG10417 (Drosophila melanogaster OX%3D7227)
Scaffold_11	15163329	15166952	+	ANN15344-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_11	15226533	15229833	+	ANN15345-RA	Similar to sp9: Transcription factor Sp9 (Xenopus tropicalis OX%3D8364)
Scaffold_11	15260033	15262120	+	ANN15346-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_11	15280727	15282574	+	ANN15347-RA	Similar to CG1354: Obg-like ATPase 1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	15287700	15288788	+	ANN15348-RA	Similar to tc3a: Transposable element Tc3 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_11	15317660	15320432	-	ANN15349-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	15327453	15331054	-	ANN15350-RA	Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum OX%3D4097)
Scaffold_11	15331234	15332376	-	ANN15351-RA	Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum OX%3D4097)
Scaffold_11	15427192	15442835	+	ANN15352-RA	Similar to CG1354: Obg-like ATPase 1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	15450320	15466327	-	ANN15353-RA	Similar to bab1: Protein bric-a-brac 1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	15491158	15492291	+	ANN15354-RA	Similar to lola: Longitudinals lacking protein%2C isoforms H/M/V (Drosophila melanogaster OX%3D7227)
Scaffold_11	15496607	15506381	+	ANN15355-RA	Similar to Slc38a11: Putative sodium-coupled neutral amino acid transporter 11 (Rattus norvegicus OX%3D10116)
Scaffold_11	15514489	15520013	+	ANN15356-RA	Protein of unknown function
Scaffold_11	15526123	15545556	-	ANN15357-RA	Similar to Hid1: Protein HID1 (Mus musculus OX%3D10090)
Scaffold_11	15546967	15560149	-	ANN15358-RA	Similar to Rufy2: RUN and FYVE domain-containing protein 2 (Mus musculus OX%3D10090)
Scaffold_11	15577395	15578696	+	ANN15359-RA	Similar to Vhl: von Hippel-Lindau disease tumor suppressor (Rattus norvegicus OX%3D10116)
Scaffold_11	15582450	15583978	-	ANN15360-RA	Similar to Mad2l2: Mitotic spindle assembly checkpoint protein MAD2B (Rattus norvegicus OX%3D10116)
Scaffold_11	15590198	15594020	+	ANN15361-RA	Similar to ccz1: Vacuolar fusion protein CCZ1 homolog (Xenopus tropicalis OX%3D8364)
Scaffold_11	15603684	15605128	-	ANN15362-RA	Similar to COX12: Cytochrome c oxidase subunit 12%2C mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_11	15610321	15611163	+	ANN15363-RA	Protein of unknown function
Scaffold_11	15613059	15614224	-	ANN15364-RA	Similar to MED10: Mediator of RNA polymerase II transcription subunit 10 (Aedes aegypti OX%3D7159)
Scaffold_11	15615059	15637038	+	ANN15365-RA	Similar to usp10: Ubiquitin carboxyl-terminal hydrolase 10 (Xenopus tropicalis OX%3D8364)
Scaffold_11	15654593	15660772	+	ANN15366-RA	Similar to DBR1: Lariat debranching enzyme (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	15663461	15667804	+	ANN15367-RA	Similar to TY3B-G: Transposon Ty3-G Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_11	15669362	15670988	+	ANN15368-RA	Protein of unknown function
Scaffold_11	15672937	15685617	+	ANN15369-RA	Similar to usp10-a: Ubiquitin carboxyl-terminal hydrolase 10-A (Xenopus laevis OX%3D8355)
Scaffold_11	15700712	15707600	+	ANN15370-RA	Similar to DBR1: Lariat debranching enzyme (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	15703143	15704174	-	ANN15371-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	15717059	15719853	-	ANN15372-RA	Protein of unknown function
Scaffold_11	15720037	15721331	-	ANN15373-RA	Protein of unknown function
Scaffold_11	15787311	15806718	-	ANN15374-RA	Similar to CASD1: N-acetylneuraminate 9-O-acetyltransferase (Homo sapiens OX%3D9606)
Scaffold_11	15811683	15814096	-	ANN15375-RA	Protein of unknown function
Scaffold_11	15824324	15841990	-	ANN15376-RA	Similar to Cpr: NADPH--cytochrome P450 reductase (Drosophila melanogaster OX%3D7227)
Scaffold_11	15847719	15850681	-	ANN15377-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_11	15872200	15874476	-	ANN15378-RA	Similar to NADPH--cytochrome P450 reductase (Musca domestica OX%3D7370)
Scaffold_11	15889584	15896110	+	ANN15379-RA	Similar to Bphl: Valacyclovir hydrolase (Mus musculus OX%3D10090)
Scaffold_11	16069414	16072142	+	ANN15380-RA	Similar to Tox4: TOX high mobility group box family member 4 (Rattus norvegicus OX%3D10116)
Scaffold_11	16119021	16124775	-	ANN15381-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_11	16131001	16131566	+	ANN15382-RA	Similar to ine: Sodium- and chloride-dependent GABA transporter ine (Drosophila melanogaster OX%3D7227)
Scaffold_11	16139473	16152732	+	ANN15383-RA	Similar to ine: Sodium- and chloride-dependent GABA transporter ine (Drosophila melanogaster OX%3D7227)
Scaffold_11	16155075	16171192	-	ANN15384-RA	Similar to PUS7: Pseudouridylate synthase 7 homolog (Homo sapiens OX%3D9606)
Scaffold_11	16171690	16181710	+	ANN15385-RA	Similar to RtcB: RNA-splicing ligase RtcB homolog (Drosophila melanogaster OX%3D7227)
Scaffold_11	16184531	16185868	-	ANN15386-RA	Similar to CIR1: Corepressor interacting with RBPJ 1 (Gallus gallus OX%3D9031)
Scaffold_11	16187750	16189349	+	ANN15387-RA	Similar to Slimp: Serine--tRNA synthetase-like protein Slimp (Drosophila melanogaster OX%3D7227)
Scaffold_11	16195088	16199785	+	ANN15388-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_11	16214070	16216480	-	ANN15389-RA	Similar to EMC8-9: ER membrane protein complex subunit 8/9 homolog (Drosophila melanogaster OX%3D7227)
Scaffold_11	16218233	16225345	+	ANN15390-RA	Protein of unknown function
Scaffold_11	16238125	16238583	+	ANN15391-RA	Protein of unknown function
Scaffold_11	16238613	16239373	+	ANN15392-RA	Protein of unknown function
Scaffold_11	16243569	16244319	+	ANN15393-RA	Protein of unknown function
Scaffold_11	16247832	16252948	+	ANN15394-RA	Protein of unknown function
Scaffold_11	16254649	16262013	-	ANN15395-RA	Similar to GA20843: LMBR1 domain-containing protein 2 homolog (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	16263275	16267529	-	ANN15396-RA	Protein of unknown function
Scaffold_11	16274805	16277217	+	ANN15397-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	16278630	16289716	-	ANN15398-RA	Similar to lmbrd2: G-protein coupled receptor-associated protein LMBRD2 (Xenopus laevis OX%3D8355)
Scaffold_11	16290225	16296691	-	ANN15399-RA	Similar to TY3B-I: Transposon Ty3-I Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_11	16304861	16306105	-	ANN15400-RA	Protein of unknown function
Scaffold_11	16307331	16315803	-	ANN15401-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_11	16308667	16310419	+	ANN15402-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 297 (Drosophila melanogaster OX%3D7227)
Scaffold_11	16322686	16327206	-	ANN15403-RA	Similar to Transposon TX1 uncharacterized 149 kDa protein (Xenopus laevis OX%3D8355)
Scaffold_11	16332229	16336983	+	ANN15404-RA	Protein of unknown function
Scaffold_11	16341289	16349203	+	ANN15405-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_11	16350022	16355144	+	ANN15406-RA	Protein of unknown function
Scaffold_11	16358127	16363072	-	ANN15407-RA	Protein of unknown function
Scaffold_11	16393032	16397570	-	ANN15408-RA	Similar to GA20843: LMBR1 domain-containing protein 2 homolog (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	16400867	16401880	-	ANN15409-RA	Similar to RXLR78: Secreted RxLR effector protein 78 (Plasmopara viticola OX%3D143451)
Scaffold_11	16416027	16430760	-	ANN15410-RA	Similar to GA20843: LMBR1 domain-containing protein 2 homolog (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	16418060	16418707	+	ANN15411-RA	Protein of unknown function
Scaffold_11	16433310	16455776	+	ANN15412-RA	Protein of unknown function
Scaffold_11	16470049	16472892	-	ANN15413-RA	Similar to arpc3-b: Actin-related protein 2/3 complex subunit 3-B (Xenopus laevis OX%3D8355)
Scaffold_11	16536949	16578108	+	ANN15415-RA	Similar to SERCA: Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type (Anopheles gambiae OX%3D7165)
Scaffold_11	16617596	16622860	-	ANN15416-RA	Protein of unknown function
Scaffold_11	16753462	16759335	-	ANN15417-RA	Similar to Tie1: Tyrosine-protein kinase receptor Tie-1 (Mus musculus OX%3D10090)
Scaffold_11	16777226	16778230	+	ANN15418-RA	Protein of unknown function
Scaffold_11	16819474	16820511	+	ANN15419-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_11	16825097	16832468	-	ANN15420-RA	Similar to r-l: Uridine 5'-monophosphate synthase (Drosophila melanogaster OX%3D7227)
Scaffold_11	16837196	16839070	+	ANN15421-RA	Similar to CHLREDRAFT_190403: Mitochondrial cardiolipin hydrolase (Chlamydomonas reinhardtii OX%3D3055)
Scaffold_11	16841163	16848880	-	ANN15422-RA	Similar to nas-14: Zinc metalloproteinase nas-14 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	16857578	16868424	+	ANN15423-RA	Similar to DRC7: Dynein regulatory complex subunit 7 (Pan troglodytes OX%3D9598)
Scaffold_11	16869841	16870227	+	ANN15424-RA	Protein of unknown function
Scaffold_11	16870230	16872185	+	ANN15425-RA	Protein of unknown function
Scaffold_11	16873019	16875993	+	ANN15426-RA	Protein of unknown function
Scaffold_11	16879281	16882957	-	ANN15427-RA	Similar to TNFAIP1: BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (Gallus gallus OX%3D9031)
Scaffold_11	16898704	16903087	+	ANN15428-RA	Protein of unknown function
Scaffold_11	16906466	16907196	+	ANN15429-RA	Similar to GVQW3: Protein GVQW3 (Homo sapiens OX%3D9606)
Scaffold_11	16911798	16912720	+	ANN15430-RA	Protein of unknown function
Scaffold_11	16913240	16917047	-	ANN15431-RA	Protein of unknown function
Scaffold_11	16922192	16923062	+	ANN15432-RA	Protein of unknown function
Scaffold_11	16923834	16924436	+	ANN15433-RA	Protein of unknown function
Scaffold_11	16929038	16929931	+	ANN15434-RA	Protein of unknown function
Scaffold_11	16981495	16990340	-	ANN15435-RA	Similar to NPRL2: GATOR complex protein NPRL2 (Bos taurus OX%3D9913)
Scaffold_11	16984599	16986791	+	ANN15436-RA	Similar to OARD1: ADP-ribose glycohydrolase OARD1 (Bos taurus OX%3D9913)
Scaffold_11	16986824	16989178	+	ANN15437-RA	Similar to Tf2-6: Transposon Tf2-6 polyprotein (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)
Scaffold_11	16990521	16996703	-	ANN15438-RA	Similar to Nprl2: GATOR complex protein NPRL2 (Drosophila melanogaster OX%3D7227)
Scaffold_11	17069978	17072394	+	ANN15439-RA	Protein of unknown function
Scaffold_11	17086327	17086631	+	ANN15440-RA	Similar to PLA2: Phospholipase A(2) (Xylocopa appendiculata circumvolans OX%3D135722)
